,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
,AFLT.ME,BZ=F,GAZP.ME,GMKN.ME,IMOEX.ME,JPYRUB=X,MGNT.ME,MTSS.ME,PIKK.ME,RSTI.ME,RUB=X,SBER.ME,YNDX.ME,AFLT.ME,BZ=F,GAZP.ME,GMKN.ME,IMOEX.ME,JPYRUB=X,MGNT.ME,MTSS.ME,PIKK.ME,RSTI.ME,RUB=X,SBER.ME,YNDX.ME,AFLT.ME,BZ=F,GAZP.ME,GMKN.ME,IMOEX.ME,JPYRUB=X,MGNT.ME,MTSS.ME,PIKK.ME,RSTI.ME,RUB=X,SBER.ME,YNDX.ME,AFLT.ME,BZ=F,GAZP.ME,GMKN.ME,IMOEX.ME,JPYRUB=X,MGNT.ME,MTSS.ME,PIKK.ME,RSTI.ME,RUB=X,SBER.ME,YNDX.ME,AFLT.ME,BZ=F,GAZP.ME,GMKN.ME,IMOEX.ME,JPYRUB=X,MGNT.ME,MTSS.ME,PIKK.ME,RSTI.ME,RUB=X,SBER.ME,YNDX.ME,AFLT.ME,BZ=F,GAZP.ME,GMKN.ME,IMOEX.ME,JPYRUB=X,MGNT.ME,MTSS.ME,PIKK.ME,RSTI.ME,RUB=X,SBER.ME,YNDX.ME
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-02,,,,,,0.5238100290298462,,,,,61.231300354003906,,,,,,,,0.5238100290298462,,,,,61.231300354003906,,,,,,,,0.5242199897766113,,,,,61.5458984375,,,,,,,,0.5208200216293335,,,,,61.155399322509766,,,,,,,,0.5242199897766113,,,,,61.231300354003906,,,,,,,,0.0,,,,,0.0,,
2017-01-03,128.70863342285156,55.470001220703125,119.45315551757812,6927.60888671875,2285.429931640625,0.5216100215911865,8697.3681640625,159.4685821533203,247.14064025878906,1.060552716255188,61.22829818725586,115.25527954101562,1241.0,151.67999267578125,55.470001220703125,157.6999969482422,10245.0,2285.429931640625,0.5216100215911865,11269.82421875,262.6499938964844,291.5,1.170300006866455,61.22829818725586,180.1199951171875,1241.0,157.9499969482422,58.369998931884766,158.1999969482422,10350.0,2293.989990234375,0.5215499997138977,11397.947265625,268.3999938964844,293.0,1.1854000091552734,61.22829818725586,181.67999267578125,1269.5,151.3300018310547,55.290000915527344,154.1199951171875,10123.0,2237.080078125,0.509850025177002,10827.8505859375,259.0,290.1000061035156,1.1439000368118286,60.332401275634766,173.0,1235.0,153.97999572753906,57.04999923706055,154.4600067138672,10123.0,2237.080078125,0.5210899710655212,10940.08203125,259.95001220703125,292.6000061035156,1.1440000534057617,61.22829818725586,173.39999389648438,1256.0,3548205.0,42688.0,24763390.0,187245.0,0.0,0.0,130192.0,1673960.0,26544.0,190173000.0,0.0,53895668.0,76879.0
2017-01-04,125.92538452148438,56.459999084472656,119.25621795654297,6893.798828125,2263.89990234375,0.5178700089454651,8600.0234375,157.43463134765625,245.61456298828125,1.0690710544586182,60.92300033569336,112.58698272705078,1240.0,148.39999389648438,56.459999084472656,157.44000244140625,10195.0,2263.89990234375,0.5178700089454651,11143.6884765625,259.29998779296875,289.70001220703125,1.1797000169754028,60.92300033569336,175.9499969482422,1240.0,153.27000427246094,56.529998779296875,157.44000244140625,10286.0,2284.610107421875,0.5199199914932251,11289.6884765625,263.1000061035156,292.5,1.183500051498413,61.14580154418945,179.41000366210938,1257.0,148.00999450683594,55.34000015258789,155.75999450683594,9990.0,2251.75,0.513949990272522,11042.3818359375,257.04998779296875,288.0,1.1445000171661377,60.471099853515625,174.22999572753906,1233.5,152.8699951171875,55.689998626708984,156.83999633789062,10245.0,2284.610107421875,0.5171499848365784,11252.939453125,262.8500061035156,291.8999938964844,1.1764999628067017,60.92300033569336,178.89999389648438,1247.5,4469830.0,27804.0,15504110.0,150167.0,0.0,0.0,79263.0,1058490.0,29451.0,288250200.0,0.0,41400772.0,38745.0
2017-01-05,125.59444427490234,56.88999938964844,116.6505126953125,6778.84619140625,2220.35009765625,0.514930009841919,8335.5830078125,158.16322326660156,243.15585327148438,1.0751428604125977,60.3650016784668,109.99545288085938,1252.0,148.00999450683594,56.88999938964844,154.0,10025.0,2220.35009765625,0.514930009841919,10801.0341796875,260.5,286.79998779296875,1.186400055885315,60.3650016784668,171.89999389648438,1252.0,150.0399932861328,57.34000015258789,158.6999969482422,10250.0,2270.93994140625,0.521619975566864,11239.03515625,264.75,291.0,1.201200008392334,60.40950012207031,177.27999877929688,1254.5,148.00999450683594,56.0099983215332,153.1699981689453,9918.0,2213.449951171875,0.5091099739074707,10776.2041015625,258.0,284.20001220703125,1.1782000064849854,59.152198791503906,171.5399932861328,1212.0,149.02000427246094,56.540000915527344,157.44000244140625,10205.0,2265.719970703125,0.5174099802970886,11103.9599609375,260.79998779296875,290.0,1.1835999488830566,60.36389923095703,176.30999755859375,1246.5,3250700.0,32833.0,25449580.0,113459.0,0.0,0.0,99568.0,1290748.0,40281.0,208257001.0,0.0,35093060.0,77016.0
2017-01-06,124.15190887451172,57.099998474121094,116.72625732421875,6788.98974609375,2213.929931640625,0.5149800181388855,8354.74609375,156.03817749023438,244.17324829101562,1.0914548635482788,59.40119934082031,109.2212142944336,1291.0,146.30999755859375,57.099998474121094,154.10000610351562,10040.0,2213.929931640625,0.5149800181388855,10825.8642578125,257.0,288.0,1.2043999433517456,59.40119934082031,170.69000244140625,1291.0,148.69000244140625,57.459999084472656,154.47000122070312,10060.0,2230.409912109375,0.5152400135993958,10903.333984375,262.70001220703125,288.1000061035156,1.211899995803833,59.72159957885742,173.75,1295.0,146.16000366210938,56.29999923706055,152.0500030517578,9937.0,2195.43994140625,0.5086299777030945,10712.6396484375,254.0,285.70001220703125,1.1750999689102173,59.091400146484375,169.5,1260.0,148.2100067138672,56.880001068115234,154.14999389648438,10025.0,2221.360107421875,0.5152400135993958,10712.6396484375,259.45001220703125,287.20001220703125,1.1955000162124634,59.40119934082031,172.39999389648438,1290.0,2184900.0,24948.0,12310510.0,76998.0,0.0,0.0,88916.0,914180.0,16951.0,202566001.0,0.0,35415591.0,85243.0
2017-01-09,121.45350646972656,54.939998626708984,116.9534912109375,6839.70458984375,2211.25,0.5094299912452698,8292.66015625,156.88818359375,245.02108764648438,1.1078574657440186,59.564998626708984,107.7238998413086,1317.0,143.1300048828125,54.939998626708984,154.39999389648438,10115.0,2211.25,0.5094299912452698,10745.4150390625,258.3999938964844,289.0,1.222499966621399,59.564998626708984,168.35000610351562,1317.0,149.6999969482422,56.9900016784668,155.5,10131.0,2227.8798828125,0.5159100294113159,10918.232421875,259.54998779296875,289.1000061035156,1.238700032234192,60.04570007324219,172.38999938964844,1322.0,143.02999877929688,54.7400016784668,153.3000030517578,10038.0,2201.60009765625,0.5074999928474426,10631.197265625,255.4499969482422,288.0,1.2102999687194824,59.480899810791016,168.0500030517578,1288.5,147.02000427246094,56.86000061035156,154.1999969482422,10063.0,2217.739990234375,0.508109986782074,10825.8642578125,257.0,288.0,1.218000054359436,59.564998626708984,171.3699951171875,1295.0,4593901.0,25860.0,12955900.0,59454.0,0.0,0.0,141602.0,674873.0,11531.0,361274002.0,0.0,35187382.0,66935.0
2017-01-10,125.64535522460938,53.63999938964844,119.65766143798828,7030.39013671875,2237.489990234375,0.5178099870681763,8074.2109375,155.24888610839844,245.36019897460938,1.132778525352478,60.102500915527344,109.80349731445312,1319.5,148.07000732421875,53.63999938964844,157.97000122070312,10397.0,2237.489990234375,0.5178099870681763,10462.353515625,255.6999969482422,289.3999938964844,1.25,60.102500915527344,171.60000610351562,1319.5,148.63999938964844,55.34000015258789,158.02000427246094,10398.0,2237.8798828125,0.5201399922370911,10763.29296875,261.29998779296875,290.29998779296875,1.25,60.130001068115234,172.3000030517578,1332.0,140.0,53.56999969482422,154.0,10116.0,2205.8701171875,0.51596999168396,10342.1767578125,253.60000610351562,287.29998779296875,1.2180999517440796,59.794700622558594,167.5399932861328,1305.5,143.2100067138672,54.84000015258789,154.00999450683594,10134.0,2209.530029296875,0.5181699991226196,10747.4013671875,258.3999938964844,288.6000061035156,1.2279000282287598,60.102500915527344,168.35000610351562,1321.5,4136101.0,33801.0,26146770.0,155416.0,0.0,0.0,354924.0,1859200.0,15090.0,299805200.0,0.0,58874130.0,43962.0
2017-01-11,124.76286315917969,55.099998474121094,118.93051147460938,7058.791015625,2218.610107421875,0.5190600156784058,7664.90478515625,156.098876953125,242.22328186035156,1.130875587463379,60.13999938964844,108.17179870605469,1299.0,147.02999877929688,55.099998474121094,157.00999450683594,10439.0,2218.610107421875,0.5190600156784058,9931.9853515625,257.1000061035156,285.70001220703125,1.2479000091552734,60.13999938964844,169.0500030517578,1299.0,150.47999572753906,55.66999816894531,158.5,10457.0,2239.8701171875,0.519540011882782,10473.279296875,258.20001220703125,289.1000061035156,1.259600043296814,60.625099182128906,173.0500030517578,1309.0,145.22999572753906,53.65999984741211,155.80999755859375,10281.0,2211.159912109375,0.5161100029945374,9895.2373046875,255.0,285.70001220703125,1.232800006866455,60.0098991394043,168.5399932861328,1290.5,148.07000732421875,53.70000076293945,157.5,10325.0,2233.6201171875,0.5193899869918823,10473.279296875,255.0500030517578,288.70001220703125,1.2496999502182007,60.13999938964844,171.5,1309.0,5031902.0,45944.0,20658280.0,127176.0,0.0,0.0,322941.0,1502132.0,17560.0,164480003.0,0.0,52772840.0,50774.0
