,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
,AFLT.ME,BZ=F,GAZP.ME,GMKN.ME,IMOEX.ME,JPYRUB=X,MGNT.ME,MTSS.ME,PIKK.ME,RSTI.ME,RUB=X,SBER.ME,YNDX.ME,AFLT.ME,BZ=F,GAZP.ME,GMKN.ME,IMOEX.ME,JPYRUB=X,MGNT.ME,MTSS.ME,PIKK.ME,RSTI.ME,RUB=X,SBER.ME,YNDX.ME,AFLT.ME,BZ=F,GAZP.ME,GMKN.ME,IMOEX.ME,JPYRUB=X,MGNT.ME,MTSS.ME,PIKK.ME,RSTI.ME,RUB=X,SBER.ME,YNDX.ME,AFLT.ME,BZ=F,GAZP.ME,GMKN.ME,IMOEX.ME,JPYRUB=X,MGNT.ME,MTSS.ME,PIKK.ME,RSTI.ME,RUB=X,SBER.ME,YNDX.ME,AFLT.ME,BZ=F,GAZP.ME,GMKN.ME,IMOEX.ME,JPYRUB=X,MGNT.ME,MTSS.ME,PIKK.ME,RSTI.ME,RUB=X,SBER.ME,YNDX.ME,AFLT.ME,BZ=F,GAZP.ME,GMKN.ME,IMOEX.ME,JPYRUB=X,MGNT.ME,MTSS.ME,PIKK.ME,RSTI.ME,RUB=X,SBER.ME,YNDX.ME
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-12,133.99513244628906,56.0099983215332,119.1123046875,6757.884765625,2212.0,0.5179299712181091,7572.9267578125,156.61495971679688,241.62977600097656,1.1418408155441284,59.778099060058594,107.67269134521484,1271.5,157.91000366210938,56.0099983215332,157.25,9994.0,2212.0,0.5179299712181091,9812.8017578125,257.95001220703125,285.0,1.2599999904632568,59.778099060058594,168.27000427246094,1271.5,157.91000366210938,56.43000030517578,158.47999572753906,10435.0,2228.550048828125,0.5230299830436707,10085.931640625,260.0,288.20001220703125,1.2793999910354614,59.778099060058594,170.64999389648438,1298.0,145.7100067138672,55.029998779296875,155.52999877929688,9832.0,2205.550048828125,0.5168499946594238,9753.2099609375,251.64999389648438,285.0,1.2445000410079956,59.07389831542969,168.02000427246094,1266.0,147.5,55.22999954223633,158.47999572753906,10399.0,2224.02001953125,0.519760012626648,9931.9853515625,259.0,286.70001220703125,1.2479000091552734,59.778099060058594,170.0,1293.5,8190601.0,36424.0,24140261.0,611509.0,0.0,0.0,150618.0,3167360.0,16171.0,288586184.0,0.0,49855540.0,57631.0
2017-01-13,133.13809204101562,55.45000076293945,119.64253234863281,6596.9501953125,2195.18994140625,0.5184199810028076,7388.96728515625,159.65074157714844,243.49501037597656,1.1083106994628906,59.432498931884766,105.51628875732422,1286.5,156.89999389648438,55.45000076293945,157.9499969482422,9756.0,2195.18994140625,0.5184199810028076,9574.4345703125,262.95001220703125,287.20001220703125,1.2230000495910645,59.432498931884766,164.89999389648438,1286.5,161.60000610351562,56.20000076293945,158.3000030517578,10090.0,2217.469970703125,0.519569993019104,9850.5439453125,263.54998779296875,287.79998779296875,1.2730000019073486,59.75130081176758,172.38999938964844,1288.0,154.77999877929688,55.310001373291016,155.77000427246094,9642.0,2173.389892578125,0.5146300196647644,9423.4677734375,256.95001220703125,284.0,1.1799999475479126,59.24509811401367,163.8800048828125,1259.0,157.22999572753906,56.060001373291016,157.47999572753906,10019.0,2214.239990234375,0.5182700157165527,9812.8017578125,259.0,284.0,1.2532999515533447,59.432498931884766,168.7899932861328,1272.0,8317802.0,25417.0,23323001.0,346521.0,0.0,0.0,235291.0,2580800.0,15429.0,698146000.0,0.0,85990670.0,32527.0
2017-01-16,134.9285430908203,,118.02153778076172,6600.33154296875,2189.070068359375,0.5220299959182739,7534.6005859375,159.8936004638672,244.5124053955078,1.1012420654296875,59.637001037597656,105.36271667480469,1305.0,159.00999450683594,,155.80999755859375,9761.0,2189.070068359375,0.5220299959182739,9763.1416015625,263.3500061035156,288.3999938964844,1.2151999473571777,59.637001037597656,164.66000366210938,1305.0,160.4499969482422,,158.1999969482422,9854.0,2202.389892578125,0.5254700183868408,9771.087890625,264.95001220703125,288.8999938964844,1.225000023841858,59.914398193359375,166.8000030517578,1310.0,155.22000122070312,,155.5800018310547,9702.0,2180.780029296875,0.520579993724823,9441.345703125,259.20001220703125,286.1000061035156,1.184999942779541,59.33700180053711,164.05999755859375,1277.5,157.3000030517578,,157.99000549316406,9779.0,2195.669921875,0.5216699838638306,9574.4345703125,262.1000061035156,286.29998779296875,1.225000023841858,59.637001037597656,165.22000122070312,1284.5,3097101.0,,16952610.0,136911.0,0.0,0.0,193355.0,607330.0,13272.0,321366000.0,0.0,37577470.0,17621.0
2017-01-17,134.60609436035156,55.470001220703125,116.38538360595703,6501.60693359375,2178.72998046875,0.5236700177192688,7530.76904296875,160.89540100097656,244.17324829101562,1.0847487449645996,59.78200149536133,106.2073745727539,1303.0,158.6300048828125,55.470001220703125,153.64999389648438,9615.0,2178.72998046875,0.5236700177192688,9758.17578125,265.0,288.0,1.1970000267028809,59.78200149536133,165.97999572753906,1303.0,160.0,56.970001220703125,156.5,9780.0,2195.360107421875,0.5255900025367737,9857.49609375,267.1000061035156,288.1000061035156,1.223099946975708,59.78200149536133,166.47000122070312,1307.0,156.55999755859375,55.20000076293945,153.00999450683594,9600.0,2167.8798828125,0.5209400057792664,9589.33203125,258.6499938964844,285.1000061035156,1.1829999685287476,58.952598571777344,163.33999633789062,1280.5,159.77000427246094,55.650001525878906,155.60000610351562,9749.0,2189.949951171875,0.5250099897384644,9768.1083984375,262.79998779296875,287.79998779296875,1.2057000398635864,59.78200149536133,164.6699981689453,1291.5,3329.0,44899.0,25918416.0,169809.0,0.0,0.0,133191.0,2776993.0,16164.0,254839000.0,0.0,45968312.0,27699.0
2017-01-18,138.77247619628906,53.91999816894531,115.7869873046875,6456.978515625,2170.090087890625,0.5256400108337402,7431.12451171875,160.04539489746094,244.42759704589844,1.118278980255127,59.33000183105469,105.7338638305664,1299.0,163.5399932861328,53.91999816894531,152.86000061035156,9549.0,2170.090087890625,0.5256400108337402,9629.060546875,263.6000061035156,288.29998779296875,1.2339999675750732,59.33000183105469,165.24000549316406,1299.0,164.9499969482422,55.88999938964844,154.58999633789062,9650.0,2190.0,0.5258600115776062,9811.80859375,265.8999938964844,288.29998779296875,1.2450000047683716,59.38890075683594,167.8000030517578,1312.0,158.2899932861328,53.779998779296875,152.64999389648438,9510.0,2165.320068359375,0.5201600193977356,9506.896484375,261.5,285.5,1.1931999921798706,58.97999954223633,164.30999755859375,1292.5,159.3000030517578,55.470001220703125,154.1999969482422,9625.0,2180.639892578125,0.5258600115776062,9777.046875,264.0,286.6000061035156,1.2000000476837158,59.33000183105469,165.89999389648438,1296.0,6540606.0,40148.0,16216270.0,157986.0,0.0,0.0,111008.0,1792010.0,6564.0,481556000.0,0.0,42479950.0,24276.0
2017-01-19,136.48988342285156,54.15999984741211,114.26448059082031,6484.70263671875,2162.25,0.5187299847602844,7511.6064453125,162.71685791015625,233.15155029296875,1.1237163543701172,59.52320098876953,106.41212463378906,1307.0,160.85000610351562,54.15999984741211,150.85000610351562,9590.0,2162.25,0.5187299847602844,9733.345703125,268.0,275.0,1.2400000095367432,59.52320098876953,166.3000030517578,1307.0,164.3300018310547,54.75,153.55999755859375,9638.0,2178.219970703125,0.5259400010108948,9733.345703125,269.29998779296875,290.6000061035156,1.2690000534057617,60.229000091552734,166.99000549316406,1312.0,158.72000122070312,53.900001525878906,148.22999572753906,9515.0,2151.429931640625,0.5139399766921997,9596.2841796875,262.0,275.0,1.225100040435791,58.95800018310547,164.69000244140625,1293.5,163.0,54.310001373291016,153.3000030517578,9550.0,2171.449951171875,0.5188199877738953,9683.6865234375,263.54998779296875,288.29998779296875,1.2450000047683716,59.52320098876953,165.4600067138672,1304.5,4848201.0,33327.0,41963880.0,135392.0,0.0,0.0,126704.0,2493111.0,49725.0,502317010.0,0.0,38479340.0,19313.0
2017-01-20,136.19288635253906,55.4900016784668,113.39337921142578,6329.17822265625,2159.9599609375,0.5188999772071838,7457.95361328125,165.69187927246094,231.4558868408203,1.1138384342193604,59.65999984741211,107.173583984375,1315.0,160.5,55.4900016784668,149.6999969482422,9360.0,2159.9599609375,0.5188999772071838,9663.822265625,272.8999938964844,273.0,1.229099988937378,59.65999984741211,167.49000549316406,1315.0,162.8300018310547,55.790000915527344,151.1999969482422,9570.0,2165.8798828125,0.521399974822998,9723.4140625,275.1000061035156,275.0,1.25,59.91299819946289,168.19000244140625,1320.0,158.02000427246094,54.189998626708984,147.6999969482422,9341.0,2147.18994140625,0.5178099870681763,9596.2841796875,268.1000061035156,270.0,1.2030999660491943,59.358001708984375,165.4199981689453,1299.0,160.0,54.279998779296875,150.85000610351562,9565.0,2162.7099609375,0.5191599726676941,9723.4140625,270.1499938964844,274.79998779296875,1.2458000183105469,59.65999984741211,166.5500030517578,1315.0,3319700.0,29231.0,33241980.0,208262.0,0.0,0.0,106507.0,3925650.0,41204.0,275730000.0,0.0,32581560.0,26363.0
2017-01-23,135.93832397460938,55.22999954223633,112.18143463134766,6372.45361328125,2146.090087890625,0.5237100124359131,7430.35888671875,162.53469848632812,238.6623992919922,1.120091438293457,59.799800872802734,106.70006561279297,1295.0,160.1999969482422,55.22999954223633,148.10000610351562,9424.0,2146.090087890625,0.5237100124359131,9628.0673828125,267.70001220703125,281.5,1.2359999418258667,59.799800872802734,166.75,1295.0,161.36000061035156,55.7400016784668,149.89999389648438,9482.0,2160.1298828125,0.5261200070381165,9668.7880859375,274.79998779296875,282.3999938964844,1.2489999532699585,59.78850173950195,167.3300018310547,1315.5,158.7100067138672,54.650001525878906,147.10000610351562,9326.0,2136.35009765625,0.5209800004959106,9560.529296875,266.20001220703125,271.0,1.2304999828338623,59.28150177001953,164.52999877929688,1288.0,160.5,55.470001220703125,149.89999389648438,9390.0,2160.1298828125,0.5249500274658203,9668.7880859375,272.8999938964844,273.79998779296875,1.2304999828338623,59.78850173950195,167.3300018310547,1310.5,1791900.0,33859.0,22491250.0,135493.0,0.0,0.0,68489.0,1681421.0,18780.0,239451002.0,0.0,36457570.0,21749.0
2017-01-24,136.95657348632812,55.439998626708984,113.7342529296875,6414.37744140625,2174.590087890625,0.5276700258255005,7427.29296875,161.3204345703125,240.95155334472656,1.1264350414276123,59.510101318359375,108.93966674804688,1349.0,161.39999389648438,55.439998626708984,150.14999389648438,9486.0,2174.590087890625,0.5276700258255005,9624.09375,265.70001220703125,284.20001220703125,1.2430000305175781,59.510101318359375,170.25,1349.0,161.64999389648438,55.849998474121094,150.5,9519.0,2174.590087890625,0.5276100039482117,9677.7265625,269.8500061035156,287.0,1.25,59.510101318359375,170.6999969482422,1350.0,159.02000427246094,55.04999923706055,148.25,9355.0,2147.510009765625,0.5209900140762329,9554.5703125,265.1000061035156,280.5,1.2264000177383423,58.946998596191406,167.24000549316406,1301.5,159.02000427246094,55.38999938964844,148.25,9440.0,2147.510009765625,0.5275300145149231,9634.0263671875,267.79998779296875,282.8999938964844,1.2374999523162842,59.510101318359375,167.3699951171875,1301.5,2681901.0,32411.0,22354400.0,251132.0,0.0,0.0,80461.0,1243630.0,41731.0,245729000.0,0.0,45397960.0,71115.0
2017-01-25,141.46240234375,55.08000183105469,111.84056091308594,6447.5107421875,2176.0,0.5194699764251709,7377.4716796875,162.71685791015625,241.46022033691406,1.1035982370376587,59.139801025390625,108.9460678100586,1381.0,166.7100067138672,55.08000183105469,147.64999389648438,9535.0,2176.0,0.5194699764251709,9559.5361328125,268.0,284.79998779296875,1.2178000211715698,59.139801025390625,170.25999450683594,1381.0,166.92999267578125,55.63999938964844,150.8699951171875,9545.0,2178.919921875,0.5232599973678589,9637.005859375,269.70001220703125,285.0,1.2430000305175781,59.416900634765625,171.3000030517578,1393.5,160.9600067138672,54.7599983215332,147.14999389648438,9442.0,2163.550048828125,0.5171899795532227,9465.1826171875,265.70001220703125,282.5,1.2059999704360962,58.8390007019043,169.5,1350.0,161.3000030517578,55.2400016784668,150.5,9498.0,2175.39990234375,0.5192400217056274,9637.005859375,266.0,283.29998779296875,1.242900013923645,59.139801025390625,170.5,1350.0,5197605.0,34247.0,30645880.0,182713.0,0.0,0.0,137960.0,1074465.0,22250.0,309348191.0,0.0,42544580.0,79955.0
2017-01-26,140.43565368652344,56.2400016784668,113.99179077148438,6619.9404296875,2229.199951171875,0.5257599949836731,7680.234375,168.4847869873047,241.88412475585938,1.104685664176941,59.56679916381836,111.204833984375,1411.0,165.5,56.2400016784668,150.49000549316406,9790.0,2229.199951171875,0.5257599949836731,9951.849609375,277.5,285.29998779296875,1.218999981880188,59.56679916381836,173.7899932861328,1411.0,169.1300048828125,56.54999923706055,151.27999877929688,9839.0,2230.77001953125,0.5302799940109253,10016.4072265625,279.0,288.70001220703125,1.2317999601364136,60.58000183105469,174.38999938964844,1424.5,165.08999633789062,55.209999084472656,147.16000366210938,9540.0,2179.340087890625,0.5211799740791321,9557.5498046875,268.0,284.1000061035156,1.200700044631958,59.19200134277344,169.05999755859375,1386.0,166.61000061035156,55.369998931884766,147.74000549316406,9555.0,2179.340087890625,0.5260999798774719,9560.529296875,268.0,288.70001220703125,1.218500018119812,59.56679916381836,170.85000610351562,1394.0,3444005.0,45145.0,26471141.0,275406.0,0.0,0.0,211877.0,3539150.0,16500.0,203083003.0,0.0,56105000.0,74963.0
2017-01-27,142.9813232421875,55.52000045776367,116.71868133544922,6621.29345703125,2266.050048828125,0.5266500115394592,7588.2548828125,168.21157836914062,242.73194885253906,1.1164666414260864,60.279300689697266,114.48741149902344,1418.5,168.5,55.52000045776367,154.08999633789062,9792.0,2266.050048828125,0.5266500115394592,9832.666015625,277.04998779296875,286.29998779296875,1.2319999933242798,60.279300689697266,178.9199981689453,1418.5,168.5,56.5,154.52999877929688,9837.0,2266.050048828125,0.5269100069999695,9971.7138671875,279.54998779296875,286.79998779296875,1.2496999502182007,60.460601806640625,178.9199981689453,1425.0,165.0500030517578,54.849998474121094,149.91000366210938,9700.0,2219.669921875,0.5174400210380554,9683.6865234375,273.04998779296875,284.70001220703125,1.218999981880188,59.54389953613281,173.0,1391.0,165.5,56.11000061035156,150.39999389648438,9710.0,2226.8701171875,0.526669979095459,9952.8427734375,277.45001220703125,285.3999938964844,1.218999981880188,60.27920150756836,173.88999938964844,1411.5,3310703.0,20964.0,37170230.0,148096.0,0.0,0.0,383952.0,1472540.0,22330.0,275668050.0,0.0,71123150.0,43923.0
2017-01-30,145.01783752441406,55.22999954223633,114.22661590576172,6607.76904296875,2234.139892578125,0.5212500095367432,7377.4716796875,167.78656005859375,242.98629760742188,1.137128472328186,59.77750015258789,111.72313690185547,1370.0,170.89999389648438,55.22999954223633,150.8000030517578,9772.0,2234.139892578125,0.5212500095367432,9559.5361328125,276.3500061035156,286.6000061035156,1.2547999620437622,59.77750015258789,174.60000610351562,1370.0,172.0,55.63999938964844,153.89999389648438,9889.0,2263.6298828125,0.5265799760818481,9827.7001953125,278.95001220703125,286.79998779296875,1.2660000324249268,60.20600128173828,178.0,1417.0,167.30999755859375,54.970001220703125,150.35000610351562,9710.0,2231.39990234375,0.5205299854278564,9549.6044921875,273.8999938964844,282.1000061035156,1.225600004196167,59.67399978637695,174.24000549316406,1362.5,168.5,55.400001525878906,153.8000030517578,9791.0,2263.6298828125,0.5213099718093872,9827.7001953125,277.5,285.0,1.2369999885559082,59.77750015258789,177.5,1408.5,3782400.0,9982.0,21533750.0,112138.0,0.0,0.0,249055.0,781705.0,20660.0,459722005.0,0.0,45935720.0,52050.0
2017-01-31,147.79261779785156,55.70000076293945,113.4691390991211,6511.0732421875,2217.389892578125,0.52538001537323,7396.6328125,167.3919219970703,242.39285278320312,1.1223571300506592,59.718299865722656,110.18742370605469,1379.0,174.1699981689453,55.70000076293945,149.8000030517578,9629.0,2217.389892578125,0.52538001537323,9584.3662109375,275.70001220703125,285.8999938964844,1.2384999990463257,59.718299865722656,172.1999969482422,1379.0,174.1699981689453,55.939998626708984,151.4199981689453,9827.0,2240.570068359375,0.5344399809837341,9673.75390625,277.6499938964844,286.6000061035156,1.2675000429153442,60.176998138427734,175.27000427246094,1395.0,171.0,54.939998626708984,149.14999389648438,9622.0,2215.7900390625,0.5250200033187866,9537.685546875,271.20001220703125,282.8999938964844,1.228600025177002,59.718299865722656,172.07000732421875,1375.0,171.3000030517578,55.220001220703125,150.5399932861328,9760.0,2233.659912109375,0.5252799987792969,9537.685546875,275.54998779296875,285.70001220703125,1.2549999952316284,59.718299865722656,174.3699951171875,1375.0,2981702.0,578.0,28294046.0,137994.0,0.0,0.0,99014.0,939630.0,16450.0,256730000.0,0.0,46486780.0,14883.0
